danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,popularity,release_date_ordinal
0.729,0.447,-9.038,0.0387,0.598,0.000279,0.116,0.595,108.837,3e5eR2DBoHD2qR4HN3YmTv,155240,56,733609
0.685,0.25,-15.138,0.0416,0.911,0.000306,0.108,0.317,103.387,5taOnvtHJUxuaqaLdMNqFd,186795,55,737847
0.605,0.219,-14.358,0.0264,0.929,0.00625,0.0866,0.162,92.407,1JWtd8xh4Q5dyvnpBKh8L0,262526,49,737908
0.459,0.381,-10.804,0.0313,0.658,4.45e-05,0.0964,0.287,97.848,0KGrWLsYgRGhid5Hyaw3fs,245229,45,734680
0.486,0.465,-7.624,0.0527,0.358,0.0,0.13,0.471,133.795,3Z92ubrhBZe72FKAiW5dhh,254820,30,738337
0.609,0.44,-6.32,0.0265,0.692,0.0,0.0688,0.43,108.427,55OslhCKptoOWToLXZsPLz,199119,48,736969
0.464,0.235,-10.838,0.0311,0.816,0.000431,0.0914,0.142,107.814,3OvHirYV8mduJlkjwttxbo,237013,52,738540
0.668,0.214,-14.983,0.0437,0.914,0.0161,0.122,0.349,111.2,0bmDpMruiJpzV5eQ92W0Lq,199427,51,737828
0.665,0.311,-9.886,0.0292,0.799,0.0,0.103,0.421,118.005,5slPetmTwOHfqpEFFDMzyn,278457,41,737878
0.422,0.135,-10.4,0.0357,0.871,1.03e-06,0.164,0.28,117.455,7ciFh1cZjyZE2gVhjvhsmD,311275,24,737985
0.327,0.168,-13.988,0.0499,0.912,0.0245,0.0973,0.0999,76.779,154t1fkfSU7zyJojSN6gvR,185422,53,734869
0.579,0.133,-12.863,0.0384,0.951,0.00332,0.138,0.198,127.507,4JaoU6fL2Ifz2gDyFYtpiP,232987,50,735145
0.456,0.25,-10.285,0.0298,0.985,0.00259,0.0926,0.17,129.524,11xjDJ7i9BLd1AYMedwJQK,204133,49,734637
0.649,0.533,-4.816,0.0281,0.792,0.0,0.19,0.662,97.968,3d8XudkDMa3bH7SnEdpwDF,190470,49,738459
0.489,0.327,-12.523,0.0285,0.712,0.0012,0.135,0.282,99.544,3rIgqH7rTzpB7Gtvo6oDsA,242280,49,738021
0.549,0.211,-12.646,0.0348,0.929,0.000448,0.0865,0.281,96.585,351445Kofxc3BN2T27beOv,251057,53,738288
0.546,0.279,-10.435,0.0279,0.817,0.0,0.176,0.26,109.689,0nR0ejXiTIg57q07kTL5ZL,180469,49,738133
0.684,0.129,-15.007,0.0518,0.908,2.1e-06,0.182,0.299,93.775,2IRjyyiU5P9WnmXJKcnwww,158298,61,738358
0.532,0.317,-10.693,0.0309,0.909,0.0277,0.11,0.28,140.671,2Cyi6ezjKmGuXFrJglqQYl,193672,49,737707
0.725,0.531,-8.916,0.0386,0.707,0.0533,0.132,0.267,159.943,6Tkdjq5Wg4ECxk5iCKUbAx,140741,49,735964
0.474,0.145,-14.402,0.0348,0.911,0.000991,0.126,0.157,106.597,0GehqN1MkS7feXJWWk97KU,232000,48,737770
0.374,0.344,-10.654,0.0344,0.377,3.5e-05,0.0534,0.549,169.868,32BTFbqhSvYKftE0e8a8d4,233000,47,718798
0.323,0.119,-17.892,0.05,0.962,0.000348,0.106,0.176,89.862,7apw8m9lHQjvuUVfMAm4kZ,215590,52,734554
0.802,0.354,-8.091,0.034,0.822,2.57e-06,0.114,0.418,119.972,2aU77iuoOElIJyXl0YoI9O,235872,47,736755
0.533,0.0946,-13.575,0.0382,0.908,3.59e-06,0.111,0.178,110.986,54pSlcXBn26cpsTQPqGafB,265687,45,736921
0.532,0.203,-8.524,0.0668,0.829,0.0,0.108,0.543,89.646,4zzi2eD2cEPpQ3a307mPPj,259920,52,735271
0.571,0.395,-10.935,0.0279,0.381,0.00619,0.0833,0.615,80.115,4pR4OUNzzhK3vDY89PN1Oa,165107,46,737651
0.509,0.456,-8.604,0.0308,0.0158,0.00133,0.108,0.0504,113.89,2zi6avisctlzNHw7HjK7KM,214173,46,734552
0.546,0.47,-7.706,0.0285,0.814,0.0,0.132,0.652,141.834,7JMZ6bCzD1nENedrV3njJi,212251,45,735008
0.276,0.347,-10.402,0.031,0.312,0.000143,0.147,0.519,176.637,2EK3UM0CKpjxMVk6JWRONr,143548,45,738491
0.661,0.245,-10.335,0.0397,0.909,3.73e-06,0.089,0.486,120.979,3LPvSvPOv2z6FK4xyobePc,136891,45,737585
0.725,0.429,-9.316,0.0457,0.462,0.00561,0.105,0.455,100.78,2gf0zcBLZQnHvgpeKLya6w,200827,24,737999
0.621,0.182,-11.464,0.0284,0.887,0.0,0.0944,0.316,76.993,6HopKFVZmGU3YQF5Ac3EXa,151818,44,735880
0.35,0.607,-6.293,0.0297,0.348,0.0,0.308,0.631,147.973,6lG3q4b7eoeplybJUqXP96,239643,44,737693
0.571,0.234,-13.193,0.0335,0.849,0.000415,0.121,0.34,82.969,38mx2KPRmnbNvxEF0cP1md,291931,44,737718
0.697,0.248,-10.54,0.0278,0.875,0.000901,0.11,0.382,101.981,5uXr5ZxwlC5lz7DMKLqJfC,184870,44,737677
0.673,0.224,-11.673,0.0327,0.916,2.24e-05,0.868,0.572,114.724,7yt10HaB4Pg0c7pncxzqIp,223133,43,734431
0.725,0.425,-13.783,0.0305,0.792,0.000555,0.104,0.442,115.955,3xE1LJSIh5B1Fl7K7vZN8I,236980,31,737924
0.549,0.177,-15.09,0.0363,0.877,0.0056,0.681,0.18,113.379,4MzySNjSdv9ZegSD13IVNV,271406,41,737728
0.659,0.122,-12.573,0.0325,0.911,0.0,0.0724,0.181,92.521,4GQ9PStMvCHmF13SLz1zki,255676,54,734554
0.523,0.108,-12.895,0.0357,0.937,1.27e-06,0.143,0.334,147.524,35rs6w32FH0qie0kLfdtla,228627,43,737364
0.333,0.146,-11.423,0.0358,0.881,0.0,0.122,0.248,148.445,5MbfStLnmOTHdAc9cftGyR,260813,43,738106
0.553,0.203,-13.643,0.0359,0.933,6.56e-06,0.0992,0.316,82.224,2cphb6rybh6cHDiTqOI8cd,179235,48,737908
0.578,0.247,-8.126,0.047,0.954,2.16e-06,0.114,0.46,117.558,6XSXcrTzgowqsQo3AioT9o,219672,42,736230
0.706,0.109,-14.592,0.0312,0.869,5.53e-05,0.298,0.243,103.927,2es17WUR55CXoDIcKtT0eZ,278611,42,736851
0.537,0.415,-7.759,0.0275,0.472,3.56e-06,0.116,0.49,141.165,7gUDLbl3co7AL5oo4xPYu9,158340,42,738545
0.393,0.215,-7.563,0.0275,0.905,0.0,0.0907,0.197,134.233,6UreecgqiwH1aQTXfRiMqg,196537,42,738041
0.609,0.143,-12.388,0.0282,0.893,0.0,0.156,0.189,87.153,2kgnKo9QCHpohSPxkDStLy,176320,50,737707
0.58,0.0257,-16.587,0.0443,0.909,1.13e-06,0.111,0.261,100.513,2cXcizftGUHRwgDgXLSHVb,281227,41,736118
0.304,0.201,-13.607,0.0311,0.957,1.65e-05,0.128,0.423,87.257,4fuBj2N1iQNL58iP8FzHQc,173714,41,737863
0.65,0.188,-11.04,0.0392,0.882,0.0,0.114,0.254,114.142,1J6OHcQjnrD0upP4skciHO,156147,38,736237
0.47,0.112,-15.147,0.0377,0.932,0.0,0.113,0.183,125.496,1z5caKH6SJoofqTGVy17HY,253000,41,736748
0.653,0.5,-9.179,0.0257,0.104,9.12e-06,0.0892,0.347,131.045,6gSez5Tx9i2vW5H5oHMEdM,223576,41,737546
0.482,0.178,-11.141,0.0292,0.843,2.46e-06,0.15,0.298,110.128,68KCwQ2PNKNT17sEx32DEG,185053,47,734169
0.577,0.806,-6.521,0.0661,0.778,0.0,0.371,0.893,95.49,4Cfn1AAAAUJC9cI4AwGAld,236600,40,733773
0.57,0.411,-8.639,0.0255,0.423,0.448,0.0976,0.53,77.47,5T9LtP6vTj0vGBRHwmWheX,184693,40,734869
0.454,0.207,-14.445,0.0382,0.891,0.0334,0.101,0.337,82.076,2GeeOvZ02vgWehu9Sl8tX8,300187,40,731264
0.7,0.252,-14.384,0.0308,0.921,2.89e-05,0.117,0.552,97.51,0IxA2nFzbC3yvUKcDTcyqM,175334,39,736237
0.52,0.0826,-14.169,0.041,0.966,0.0,0.0977,0.215,110.725,5c6VpFSGVRfe6cNYm85zI0,190111,39,738121
0.454,0.421,-4.834,0.026,0.278,0.0,0.141,0.383,87.555,2hUyNUvpSlNBmYKCUNCLu5,218760,39,736681
0.53,0.259,-13.277,0.0298,0.914,0.00023,0.186,0.189,105.921,2KSezpA4CZxv1RkQvA1jXE,290519,39,735914
0.618,0.245,-9.061,0.0313,0.914,0.0,0.0952,0.321,108.05,2NAY99q4qBsdJVDD3JDtLG,152885,39,735737
0.596,0.256,-9.947,0.0294,0.907,8.43e-06,0.118,0.342,115.187,7jb1ZSirsHV1H2cLTNbqDX,228320,39,737546
0.388,0.171,-11.416,0.0354,0.925,0.00728,0.11,0.162,123.401,6dpOwvczXipOQ0daK57JKW,235516,39,738218
0.529,0.37,-10.125,0.033,0.167,0.000402,0.0607,0.198,83.515,6QhhnBsVJ8WepUb1KLTFFH,417533,39,736461
0.646,0.145,-11.217,0.0448,0.584,0.0,0.114,0.141,78.057,0fCpCpJbkcbN0Gxv68U6M0,251760,39,736719
0.589,0.253,-12.959,0.0243,0.795,0.65,0.124,0.252,85.502,5SW6BhWTAJenEneGruiijj,145280,38,738176
0.373,0.144,-10.916,0.0376,0.936,7.13e-06,0.113,0.248,78.399,0d5tb0XcClqZo7CJ4GQuBm,257942,38,737782
0.563,0.377,-7.906,0.0278,0.876,6.16e-06,0.116,0.343,158.105,2zOyeXAqrckffpUT7qTMcc,159920,38,736356
0.441,0.22,-13.727,0.0275,0.568,0.686,0.12,0.284,147.727,0csSWz0uayWOUHZSoMDLLX,274186,37,735894
0.403,0.209,-10.437,0.0474,0.932,2.73e-06,0.125,0.486,166.597,5YL8nR0e3zF5fFqvBmSKDI,217587,37,737985
0.424,0.264,-12.877,0.0362,0.481,0.000838,0.123,0.105,86.912,43SCvTx9ME4KhHAVMKGnrT,395120,37,735234
0.608,0.517,-6.582,0.0275,0.186,1.84e-06,0.14,0.613,143.94,4jRfYs49suF4VINcWVXAvb,222008,37,736608
0.443,0.349,-10.028,0.0365,0.706,0.000206,0.12,0.423,136.44,5CjOsESIfgyByBGKL7MCWU,206797,36,735369
0.652,0.2,-13.348,0.0301,0.95,5.39e-06,0.0987,0.115,130.086,3aBawHB7qLLxfC7Taph74U,257755,36,735929
0.431,0.154,-11.787,0.0639,0.923,3.61e-05,0.0775,0.152,175.423,4PqdXYgtBtoCCYx7QcKhHL,198206,36,736968
0.412,0.112,-11.433,0.033,0.948,0.0,0.104,0.28,107.747,3c7TKVVuRrsem9PdJM0D0L,191758,36,737819
0.575,0.316,-10.424,0.0392,0.844,2.33e-05,0.121,0.42,106.726,1SQhbY8R2c10L76ZDtHTgm,253493,36,737721
0.515,0.25,-9.578,0.0337,0.884,0.0,0.099,0.463,89.298,7ltM6d3uA0lUBCPfJTyc1N,167187,37,736741
0.752,0.367,-9.642,0.0382,0.852,0.00723,0.194,0.382,124.006,1AcMGe32z1DoV61PPCFTFn,197540,36,736360
0.304,0.221,-16.715,0.0327,0.829,0.00173,0.137,0.29,111.289,6bgcdWNmvjbWys5bJSO5uP,243449,35,738160
0.706,0.19,-12.812,0.0317,0.91,0.000666,0.106,0.264,105.13,7cWTvfOdnO2slD9Xm7DK87,264930,35,737929
0.628,0.485,-9.904,0.0299,0.116,0.00782,0.195,0.628,94.002,3REizsPkpELxQkvl9EZNiE,171480,35,738470
0.598,0.39,-11.798,0.028,0.952,0.0513,0.112,0.765,107.018,5yGs5BtZC9uN1VW0lKfgwz,187724,35,735009
0.3,0.265,-13.943,0.0349,0.942,0.00368,0.0899,0.0742,70.882,0V6RQwkV91uZgXE86wq5fw,273489,35,738054
0.391,0.131,-15.296,0.0381,0.872,0.0376,0.112,0.247,94.203,2xMzN3uUtCxyHpR5L8Tril,189800,34,736298
0.381,0.265,-10.38,0.0366,0.808,0.0,0.111,0.366,131.63,4QDMaFh7BpJFE6uL4dBIgN,234917,34,738568
0.35,0.117,-11.115,0.0307,0.939,1.26e-06,0.118,0.0945,143.671,4v5VnidREtwYVOTF7wXY87,138384,34,736312
0.385,0.36,-9.644,0.0407,0.767,7.84e-05,0.0627,0.261,169.885,7rtNxSatiqmLKb4G71k1yn,295335,34,737726
0.417,0.185,-13.315,0.0327,0.943,0.0325,0.0797,0.138,145.906,6WFN2f7IptgrM2QA9LPtaE,240080,35,736795
0.506,0.22,-13.371,0.0328,0.922,0.139,0.0806,0.496,93.583,0ZRZ1iLy8QVnRs7SiSPIJ9,168779,34,737728
0.621,0.785,-6.308,0.0427,0.813,0.00232,0.205,0.888,115.19,5lRJJjYg7D3UPpE1i8gMYV,132036,33,736608
0.561,0.673,-7.397,0.0629,0.56,7.54e-05,0.144,0.564,119.652,6OmnOaeTaE6KGtsEaw6Lit,222997,33,737627
0.415,0.103,-13.328,0.0418,0.803,4.04e-05,0.118,0.156,121.181,2IAYtvpg2nXU4NGSuliSaC,304424,33,738551
0.598,0.225,-12.621,0.0311,0.903,0.000247,0.0909,0.288,125.025,1UjjYce8PdRFcrnXBC9pjQ,367333,33,736090
0.506,0.0805,-13.081,0.0365,0.934,0.0,0.343,0.232,95.985,0mdOBageiouWrzRnQTCkJH,201160,33,737950
0.306,0.352,-10.677,0.0372,0.0122,0.243,0.645,0.126,107.101,0ZWylHSASM1tHUiPy5ob48,246722,32,737364
0.543,0.659,-6.074,0.0322,0.0647,1.27e-06,0.0843,0.153,134.574,1XLJxAcTdnMIeQpsvdfkSv,201852,33,737777
0.43,0.285,-8.326,0.0267,0.919,0.000668,0.112,0.177,140.502,5bkGMS8DlS5yLnGumN5Hz4,266000,32,736298
0.561,0.559,-11.412,0.031,0.499,0.00661,0.126,0.67,106.461,6GjOc3ZlVOzkHJJUzar2rl,197307,32,737985
0.267,0.414,-8.031,0.0332,0.464,0.0,0.136,0.134,141.63,0QCZRTDJbGo40h7mWL8Pa2,301456,32,720989
0.537,0.645,-7.244,0.0258,0.139,0.00539,0.173,0.412,99.985,1kak3PHISacoXeEguYa6ZS,245315,32,737819
0.583,0.598,-6.711,0.0262,0.0558,1.52e-05,0.0988,0.796,85.625,1CaJWmk3LlOvdCBQfipQlg,206573,33,737930
0.562,0.144,-13.751,0.0803,0.455,0.0,0.102,0.869,204.418,6jTZGXH1cOQM3jhh07ZE1y,128213,57,721354
0.73,0.335,-8.2,0.0802,0.679,0.0,0.26,0.73,147.794,5POM2lseA6sONqP0O9pxWC,74933,54,731712
0.477,0.179,-17.071,0.0356,0.908,0.000458,0.213,0.605,172.046,10CsMKlayFJOj4Lai9tAvm,168827,52,730851
0.654,0.306,-7.278,0.19,0.925,0.0,0.106,0.972,185.78,0brcPEEXtaXOD9jPZs639u,107907,47,733450
0.531,0.198,-17.377,0.0286,0.782,0.0383,0.175,0.582,91.929,5fTwUw09NNgCIOkEKu3bGB,126667,47,728537
0.728,0.0392,-22.703,0.0354,0.964,0.0431,0.167,0.484,97.764,2Qu65QrO1DiWVJIteOD9ri,71160,47,738088
0.853,0.323,-11.325,0.0568,0.818,0.0,0.103,0.771,104.973,2rdQhu26wrbICsrxjNRwvY,93888,45,732181
0.628,0.423,-11.231,0.0365,0.326,0.0,0.16,0.353,100.082,6R9LiK1WhfnTvFsVfusdQl,121053,43,729983
0.497,0.0919,-15.685,0.0704,0.968,0.00214,0.133,0.548,206.431,7CNaYAdLyi86kofGafReiT,139693,54,724642
0.642,0.454,-8.419,0.0344,0.581,0.0011,0.112,0.413,86.967,1aS1L9QlIEC6LoFLh6kkLC,181805,52,729755
0.675,0.16,-13.6,0.039,0.928,7.86e-05,0.0762,0.661,85.105,0Cll7d8lmNn05ZOVm5l5va,304467,42,735234
0.876,0.525,-9.412,0.107,0.833,0.000233,0.128,0.491,105.936,0O2LFi46EqEuoiFtwHvKMl,81877,41,732993
0.438,0.125,-15.719,0.0429,0.924,0.0,0.168,0.679,174.271,2gAy17REwCV6A0qgrfbiHz,63653,37,737145
0.673,0.0619,-16.056,0.0635,0.611,0.0,0.137,0.594,90.584,1AySRjZeiPeJpf487K2lwK,131480,36,730403
0.697,0.248,-10.339,0.0654,0.945,4.73e-06,0.739,0.608,130.988,4AaiUYbKY7RTN4KwAQTdsr,169467,36,737333
0.598,0.512,-7.717,0.0264,0.85,0.0,0.136,0.63,84.842,2pot9T6V7bZQ8EQ6PzpjC9,184973,44,737749
0.686,0.469,-10.77,0.0261,0.853,1.87e-06,0.117,0.717,95.994,5zcwNyRK3GSlyFnj89cLrM,149151,44,721354
0.581,0.143,-16.273,0.0401,0.65,0.0,0.104,0.469,144.605,7raciFPVU5VuHmqVbw2c1h,208560,44,732181
0.603,0.208,-13.677,0.0355,0.908,4.09e-06,0.143,0.355,144.574,29Df1XJyKy7pYw3G79Fx36,149619,35,729195
0.753,0.571,-5.867,0.0261,0.581,0.000437,0.118,0.925,109.1,30GOP0aVgbqy1tJw3YmjR3,94733,31,732312
0.736,0.371,-10.083,0.036,0.882,0.00474,0.095,0.492,113.81,40jZFJBVYMzxdEpMptacUM,181240,39,734638
0.489,0.33,-12.094,0.0336,0.919,0.0497,0.117,0.443,176.195,6rkleD9KWx0iz0RTQYCfY7,157312,35,737749
0.629,0.183,-13.161,0.0331,0.92,0.0,0.119,0.334,129.117,072YQfEAJbzIQ4chPW0kBR,178373,36,737189
0.53,0.397,-10.352,0.0603,0.953,0.00493,0.31,0.795,137.893,3nj18sxe1CA0eohDsDirrm,77520,35,731026
0.531,0.162,-15.189,0.0886,0.879,0.00761,0.125,0.886,182.553,4gHHytUVWdfPumbJA9AizA,123493,34,734085
0.506,0.271,-10.234,0.0277,0.769,0.0,0.111,0.337,123.861,1awrgXeSM9rCjdZaVmWeU6,163173,33,733533
0.487,0.27,-12.304,0.0447,0.847,0.00309,0.0888,0.445,173.517,5ivT7uNynzs2VJomWxlnMu,243308,38,734638
0.806,0.287,-8.29,0.0346,0.832,0.0,0.113,0.779,104.212,2ajPDldJr8RicylhXAwbnh,157307,34,729496
0.535,0.295,-15.978,0.0349,0.847,0.000112,0.822,0.781,130.987,4iqH98UJzbmo9CnrjTxBSJ,151267,33,730215
0.747,0.309,-10.297,0.0305,0.901,0.000314,0.147,0.471,111.001,34bqUQ5NteJZjgpu5VW408,168799,20,719893
0.442,0.488,-10.152,0.0639,0.762,0.0,0.0874,0.587,153.63,101YiNmTO5iqYYbZ6fTrOC,194627,33,731216
0.747,0.253,-11.457,0.0648,0.986,9.83e-05,0.569,0.631,143.717,1njKyn7dVZiZ7vVU4IA6gA,120373,37,737546
0.779,0.393,-8.663,0.0391,0.753,0.000384,0.0978,0.943,168.708,02Z2gq39hAcWux2Cbhfjsg,143480,33,733728
0.67,0.454,-12.121,0.0523,0.483,0.0,0.16,0.596,106.05,42asoM3aOwxRsivZEKFEeI,101267,32,731988
0.401,0.206,-13.684,0.0377,0.934,6.93e-05,0.16,0.476,106.246,5HXDMlAhQDa991t1CSfcdO,136053,32,734449
0.677,0.144,-11.887,0.0556,0.876,0.000651,0.113,0.232,120.566,72BkZqFQXtHrd1Ixd2J5kV,311240,31,738551
0.86,0.618,-5.841,0.0331,0.438,0.0,0.229,0.911,104.079,3SbOjVO4kaVgh3JxGaTMaB,156187,31,734781
0.691,0.136,-16.086,0.0616,0.994,0.0492,0.154,0.742,113.544,2BxQTBn9PvfdnMJ1frMHA5,196560,30,730403
0.642,0.267,-12.82,0.0607,0.759,0.00679,0.191,0.346,77.507,7fVZ6BoI9xnUElpSGHyL5M,160827,30,726938
0.909,0.436,-10.782,0.0577,0.625,0.183,0.0989,0.901,121.828,1OnQCrHqov2hDGd0WFh6VV,138463,30,737714
0.428,0.286,-10.851,0.0376,0.937,0.000101,0.0789,0.608,127.048,40oUxbmsYW6a62kmuJgsEv,208107,29,737637
0.461,0.127,-18.864,0.0324,0.958,0.000258,0.691,0.53,139.921,7MjYIqk3plWn2CHz9SFozd,161667,29,730215
0.642,0.282,-11.733,0.0329,0.899,0.00157,0.125,0.611,141.443,6WVuoOPXjJ6R9v0FWDq6Ix,128744,29,737333
0.638,0.0687,-13.655,0.0368,0.912,8.57e-06,0.11,0.127,82.822,6b00M2aFkwisrX6GEZAg7N,102147,17,733532
0.344,0.221,-9.816,0.0276,0.973,0.000696,0.121,0.402,148.0,1MAXtir2OgyGQKfQAxDK6c,155733,28,707600
0.721,0.822,-4.544,0.0273,0.0359,0.0,0.431,0.882,104.797,5sPBqcUjORzlbmoq3doL47,260827,28,731803
0.806,0.282,-8.819,0.037,0.93,0.000107,0.108,0.406,124.95,0ETcX26w2dtcPeL4gL7o4P,140685,28,738134
0.713,0.202,-12.355,0.47,0.917,0.0,0.111,0.437,130.15,6UFUBoYk4c1bvVFFKfa1Fs,225067,28,734503
0.7,0.623,-10.664,0.0327,0.664,2.68e-05,0.295,0.882,112.344,1ivFuOe2bsoWMF2XdvlAZ8,113764,27,734113
0.662,0.359,-10.437,0.0317,0.663,0.0,0.119,0.757,77.918,6x28Wyl6aWusAfnywEyBIl,138173,27,737678
0.418,0.418,-8.925,0.0263,0.683,4.46e-05,0.117,0.569,152.842,79CIhDipD3tXO84zOKPMU2,192867,24,733042
0.415,0.231,-11.212,0.0315,0.875,2.85e-05,0.109,0.279,192.076,0cFTfiONITD9JfCnhKExRx,259960,25,738138
0.863,0.311,-10.533,0.0375,0.531,0.0,0.121,0.68,113.322,04obgfgMddJpPnv8xeEfgR,145533,24,730732
0.669,0.521,-10.237,0.41,0.995,0.00643,0.154,0.971,91.458,5hZ7N5EWJWmvDJyDPMmWU5,113267,24,730851
0.752,0.0385,-20.164,0.0973,0.991,3.63e-05,0.0968,0.563,78.122,1VVbl4g9ONkwINYC5PXx5Y,114893,23,738281
0.694,0.336,-7.068,0.0637,0.882,0.0,0.131,0.487,63.854,1KjAXvISuEKlMvVWgpon3k,92000,23,733126
0.862,0.412,-9.442,0.0444,0.83,0.000141,0.0848,0.769,133.768,4fOcebJWLdjGBbmb8O3hbj,129853,23,738099
0.742,0.336,-14.086,0.0462,0.82,0.000108,0.211,0.892,90.835,3xZ0xSnBXCCnhANkmbg4YT,85667,23,736587
0.713,0.281,-10.423,0.0562,0.912,4.52e-06,0.0903,0.502,77.587,0bbtmAAVUxxWBZPn3z92bM,204999,24,738166
0.759,0.404,-10.151,0.101,0.714,0.0,0.106,0.752,124.835,1lD0KqDiIgyVaVC7FXa9tt,145427,23,734407
0.65,0.188,-13.877,0.0449,0.817,0.0,0.186,0.607,122.521,2HCxr7MRt7iTevb58uwd9o,171333,23,720989
0.635,0.225,-11.899,0.0514,0.67,2.59e-06,0.126,0.888,119.978,30DiNVMuWhBwU24K16dk39,114467,22,714049
0.638,0.0689,-16.222,0.0659,0.966,1.31e-06,0.102,0.695,120.16,1nMfKWeftqlpOoskmNJxyJ,141507,22,726938
0.855,0.258,-15.157,0.404,0.769,0.0,0.128,0.865,113.954,046AO6ZBgRPwA52YufDUIx,113667,22,733126
0.906,0.255,-11.197,0.0627,0.935,0.000156,0.186,0.735,113.295,4Ponyyh31zaPT5OLr16QeJ,174080,21,730851
0.702,0.329,-11.428,0.045,0.894,0.091,0.0949,0.533,77.581,73LhvPZug2UePzRWjXriCV,159547,23,731509
0.772,0.263,-11.157,0.0698,0.48,0.0,0.127,0.872,83.851,66GZrUvch1MIDHrfQfIFSw,195553,23,738099
0.684,0.349,-10.752,0.0311,0.897,0.0,0.278,0.882,105.316,0RR5ogfmCy25MTo95n5kLA,139762,22,737658
0.411,0.487,-9.115,0.0329,0.77,0.0569,0.345,0.834,177.459,38UmswDbJCKoyx4Dbi0zeO,172973,21,735937
0.395,0.784,-5.903,0.132,0.0135,0.0,0.213,0.353,161.946,4CiVz4bw7X1zjCaJ5ZwxUS,203948,77,738551
0.311,0.905,-4.65,0.0829,1.48e-05,0.000744,0.304,0.172,179.995,3K7YN5yFIZFPTtSwXjpXHR,270454,55,738466
0.395,0.701,-5.471,0.0377,0.00148,0.0049,0.05,0.148,172.965,1yCE0X5qLWOrLkR8NC0ZUJ,395716,60,738526
0.447,0.982,-3.82,0.077,6.9e-06,0.0198,0.0517,0.383,94.941,3u4djE2yAEkKMWJEUOOJyT,187895,57,738561
0.481,0.976,-4.57,0.119,8.25e-05,1.96e-06,0.145,0.189,129.093,3UgZA53hNSPbwtNJ7x8Bd9,216580,52,738564
0.551,0.871,-3.998,0.0477,9.45e-05,0.0968,0.286,0.367,106.043,35i03ZqMFb5Q3O9TAQ7XLB,261812,54,738313
0.546,0.899,-6.728,0.0925,0.000659,0.0,0.0917,0.558,165.071,78frUxVotRtpMrNMcyYtns,228727,58,738484
0.459,0.959,-5.223,0.105,0.00022,5.68e-06,0.325,0.427,95.535,0u9PGHiydskvvPmyPVvm73,187836,59,738554
0.532,0.93,-5.766,0.0977,0.00531,0.0033,0.113,0.124,101.007,4l0UQ0zDIPYaaa5FF2Kvwt,175205,62,738547
0.419,0.973,-3.481,0.0467,2.83e-05,0.0183,0.262,0.295,100.979,0dwoX2gsjlRNa3rS40KFhQ,330453,66,738539
0.614,0.899,-5.186,0.0384,0.000981,0.585,0.114,0.671,114.932,4sg5Vfd2fM6Y8gMz5VYXz6,244598,57,738498
0.507,0.816,-5.419,0.0436,0.00118,0.0,0.0972,0.239,91.068,5tX5qGeEImk2CZYyGHrq9I,200495,70,738295
0.492,0.869,-6.403,0.0673,0.000879,0.00185,0.588,0.136,123.118,2OYtcqflvzQwh3cMPmTHs4,234945,63,738386
0.208,0.992,-2.63,0.163,6.45e-05,0.0131,0.69,0.0374,98.435,6qA3JeQaSLng3XmIFr7IC0,262925,54,738545
0.249,0.951,-4.062,0.211,2.49e-05,0.0134,0.0892,0.117,143.018,6pUUtKVRmODliJWTyY2pet,275205,55,738442
0.458,0.948,-4.759,0.0901,0.00013,0.0,0.194,0.502,160.033,1lk2MrlN6AEdDwWH4WxTPe,208979,58,738358
0.469,0.937,-3.427,0.0773,0.00061,0.00176,0.329,0.198,89.041,2XNJNwSOq8tLWhQ5a9sGBb,211849,56,738449
0.428,0.939,-4.917,0.089,2.24e-05,2.89e-05,0.13,0.454,94.972,11beGBTthT9XhdQXYFkajZ,221433,51,738365
0.463,0.917,-3.776,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,2ah5gOCogw00A62XBoepmc,243978,64,738357
0.578,0.835,-5.307,0.0313,0.000562,2.82e-05,0.0599,0.926,128.095,720C8mWrqRdh1zYBGqLj9p,199809,62,738546
0.407,0.95,-6.998,0.193,0.000103,0.191,0.516,0.246,191.741,0FCY8j3JRrZ2ynRUdMK9pS,265750,58,738127
0.341,0.558,-8.597,0.039,0.0831,0.36,0.129,0.0894,125.076,36sAFU68abNDrMOJI5QYZi,327240,66,738553
0.352,0.973,-3.25,0.119,1.07e-05,0.747,0.499,0.238,200.094,6P6h9RdPJxPWqFqpLFIYA9,234000,55,738453
0.393,0.905,-4.382,0.0801,0.000633,0.000137,0.339,0.273,174.986,2Rw6wkd0q3LXx5xsdjLs1P,237354,57,738476
0.457,0.834,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032,1H4Y9uW4N0LsxJUz0VnaPJ,204677,74,738211
0.229,0.949,-3.315,0.0537,1.67e-05,0.187,0.153,0.4,99.325,0dDs144SVansAFynvKYQMW,271418,58,738442
0.402,0.912,-3.108,0.0711,2.07e-05,0.0165,0.159,0.217,176.007,7EtQ5CqjSRgItuTYXeEtc9,278182,49,738393
0.24,0.961,-7.592,0.123,3.63e-05,0.00426,0.164,0.0576,102.424,4jPU94aF0U2PMNN0aBnhgX,338960,53,738379
